url1;url2;relation;title1;summary1;title2;summary2;num_common_ne;common_org;common_per;common_loc
https://www.offshore-energy.biz/mocean-energy-kicks-off-blue-x-sea-trials-at-emec/;https://renews.biz/70272/mocean-blue-x-wave-device-put-to-the-test/;1;Mocean Energy kicks off Blue X sea trials at EMEC;Scottish company Mocean Energy has started testing its Blue X wave energy prototype at the European Marine Energy Centre (EMEC) in Orkney.;Mocean Blue X wave device put to the test. Prototype has been deployed at the European Marine Energy Centre in Orkney, Scotland.;Mocean Energy has started testing of its Blue X wave energy prototype at the European Marine Energy Centre (EMEC) in Orkney, Scotland.;14;['Interreg North-West Europe', 'Orkney Harbour Authority', 'Orcades Marine', 'Wave Energy Scotland', 'EMEC', 'Mocean Energy'];['Cameron McNatt', 'Tim Hurst'];['Billia Croo', 'Scotland', 'Orkney', 'Britain', 'UK', 'Kirkwall']
https://www.renewableenergymagazine.com/ocean_energy/mocean-energy-blue-x-arrives-in-orkney-20210518;https://renews.biz/70272/mocean-blue-x-wave-device-put-to-the-test/;1;Mocean Energy Blue X Arrives In Orkney;Mocean Energy’s Blue X wave energy prototype has been unloaded at Hatston Pier, Kirkwall, Orkney in advance of sea trials which will take place at the European Marine Energy Centre (EMEC) this summer. The wave machine has been fabricated wholly in Scotland and was transported by road from Rosyth to Aberdeen and then by ship to Orkney.;Mocean Blue X wave device put to the test. Prototype has been deployed at the European Marine Energy Centre in Orkney, Scotland.;Mocean Energy has started testing of its Blue X wave energy prototype at the European Marine Energy Centre (EMEC) in Orkney, Scotland.;14;['Orkney Harbour Authority', 'Orcades Marine', 'Wave Energy Scotland', 'Mocean Energy', 'EMEC', 'European Marine Energy', 'AJS Production'];['Cameron McNatt', 'Neil Kermode'];['Billia Croo', 'Scotland', 'Orkney', 'Montrose-based', 'UK']
https://www.offshore-energy.biz/baker-hughes-and-borg-co2-to-collaborate-on-norwegian-ccs-hub/;https://www.process-worldwide.com/baker-hughes-partners-with-borg-co2-for-ccs-project-a-1033185/;1;Baker Hughes and Borg CO2 to collaborate on Norwegian CCS hub;Oilfield services major Baker Hughes and Norwegian carbon capture and storage developer Borg CO2 have signed a memorandum of understanding (MOU) to collaborate on a CCS project to serve as a hub for the decarbonization of industrial sites in the Viken region of Norway.;Baker Hughes Partners with Borg CO2 for CCS Project;Under a MOU signed between Baker Hughes and Borg CO2, both the companies will work together to develop a Carbon Capture & Storage (CCS) hub for industrial sites in Viken, Norway. The project aims to capture and store up to 630,000 tons of CO2 emissions every year.;14;['Baker Hughes', 'United Nations', 'EU', 'Borg CO2', 'Northern Lights JV'];['Rod Christie', 'Tore Lundestad'];['North Sea', 'Europe', 'Borg', 'Viken', 'Sarpborg', 'Norway', 'Halden']
https://www.renewableenergymagazine.com/ocean_energy/eco-wave-power-selected-for-two-accelerator-20210617;https://www.powerengineeringint.com/renewables/marine/eco-wave-power-selected-for-accelerator-projects-in-spain-and-the-uk/;1;Eco Wave Power Selected for Two Accelerator Programs;As a selected member of the Accelerator programs for Spain (Rising UP in Spain) and the UK (Cleantech Bootcamp 2021), Eco Wave Power has been given a unique opportunity to establish partnerships and grow in two of the world's most attractive markets for wave energy. The Spanish program will run over six to eight months, whereas the UK program will run for a duration of four weeks with program partners including the British Embassy in Israel, and corporates such as Shell, Octopus Energy, Hewlett Packard Enterprise, National Grid, and the Clean Growth Fund among others. Both programs aim to facilitate business opportunities through custom-made investor networks, entry to major national and international events, business development and legal support, as well as local marketing and communication.;Eco Wave Power selected for accelerator projects in Spain and the UK;Israeli company Eco Wave Power has been selected to participate in two European accelerator programmes, developments which the company will leverage to expand its global footprint.;13;['The Venture City', 'Clean Growth Fund', 'UK Israel Tech Hub', 'Eco Wave Power', 'Cink'];['Martin Jerch', 'Inna Braverman', 'Elinor Honigstein'];['Valencia', 'Spain', 'UK', 'Barcelona', 'Bilbao']
https://www.chemengonline.com/baker-hughes-and-borg-co2-to-develop-carbon-capture-and-storage-hub-in-norway/;https://www.offshore-energy.biz/baker-hughes-and-borg-co2-to-collaborate-on-norwegian-ccs-hub/;1;Baker Hughes and Borg CO2 to develop carbon capture and storage hub in Norway;Baker Hughes (Houston) and Borg CO2 AS, a Norwegian carbon capture and storage developer for industrial clusters, have announced a memorandum of understanding (MOU) to collaborate on a carbon capture and storage project to serve as a hub for the decarbonization of industrial sites in the Viken region of Norway. The project aims to capture and store up to 90% of the CO2 emissions from the involved industrial sites, playing an important role in contributing to the Paris Agreement goals, the United Nations Sustainable Development Goals and the Norwegian national emissions reduction targets.;Baker Hughes and Borg CO2 to collaborate on Norwegian CCS hub;Oilfield services major Baker Hughes and Norwegian carbon capture and storage developer Borg CO2 have signed a memorandum of understanding (MOU) to collaborate on a CCS project to serve as a hub for the decarbonization of industrial sites in the Viken region of Norway.;13;['Baker Hughes', 'United Nations', 'Northern Lights JV', 'EU'];['Rod Christie', 'Tore Lundestad'];['North Sea', 'Europe', 'Borg', 'Viken', 'Sarpborg', 'Norway', 'Halden']
https://www.chemengonline.com/baker-hughes-and-borg-co2-to-develop-carbon-capture-and-storage-hub-in-norway/;https://www.process-worldwide.com/baker-hughes-partners-with-borg-co2-for-ccs-project-a-1033185/;1;Baker Hughes and Borg CO2 to develop carbon capture and storage hub in Norway;Baker Hughes (Houston) and Borg CO2 AS, a Norwegian carbon capture and storage developer for industrial clusters, have announced a memorandum of understanding (MOU) to collaborate on a carbon capture and storage project to serve as a hub for the decarbonization of industrial sites in the Viken region of Norway. The project aims to capture and store up to 90% of the CO2 emissions from the involved industrial sites, playing an important role in contributing to the Paris Agreement goals, the United Nations Sustainable Development Goals and the Norwegian national emissions reduction targets.;Baker Hughes Partners with Borg CO2 for CCS Project;Under a MOU signed between Baker Hughes and Borg CO2, both the companies will work together to develop a Carbon Capture & Storage (CCS) hub for industrial sites in Viken, Norway. The project aims to capture and store up to 630,000 tons of CO2 emissions every year.;13;['Baker Hughes', 'United Nations', 'Northern Lights JV', 'EU'];['Rod Christie', 'Tore Lundestad'];['North Sea', 'Europe', 'Borg', 'Viken', 'Sarpborg', 'Norway', 'Halden']
https://www.offshore-energy.biz/eco-wave-power-joins-two-european-business-accelerators/;https://www.renewableenergymagazine.com/ocean_energy/eco-wave-power-selected-for-two-accelerator-20210617;1;Eco Wave Power joins two European business accelerators;Swedish-Israeli wave energy company Eco Wave Power has been selected to join business accelerator programs in two of the most attractive markets for wave energy – the UK and Spain.;Eco Wave Power Selected for Two Accelerator Programs;As a selected member of the Accelerator programs for Spain (Rising UP in Spain) and the UK (Cleantech Bootcamp 2021), Eco Wave Power has been given a unique opportunity to establish partnerships and grow in two of the world's most attractive markets for wave energy. The Spanish program will run over six to eight months, whereas the UK program will run for a duration of four weeks with program partners including the British Embassy in Israel, and corporates such as Shell, Octopus Energy, Hewlett Packard Enterprise, National Grid, and the Clean Growth Fund among others. Both programs aim to facilitate business opportunities through custom-made investor networks, entry to major national and international events, business development and legal support, as well as local marketing and communication.;12;['Eco Wave Power', 'British Embassy', 'National Grid', 'Rising UP'];['Martin Jerch', 'Inna Braverman'];['Israel', 'Valencia', 'Spain', 'UK', 'Barcelona', 'Bilbao']
https://www.chemengonline.com/equinor-to-sell-petroleum-refining-business-in-denmark/;https://www.process-worldwide.com/equinor-sells-refining-business-to-klesch-group-a-1030298/;1;Equinor to sell petroleum refining business in Denmark;Equinor Energy AS (Stavanger, Norway) has entered into an agreement with the Klesch Group for the sale of its petroleum refining business in Denmark.;Equinor Sells Refining Business to Klesch Group;Equinor has signed an agreement to sell its refining business in Denmark to the Klesch Group. The move will enable Equinor to focus on its strategy of strengthening its refining position around Mongstad, Norway.;12;['Kalundborg', 'Klesch Group', 'ERD'];['Irene Rummelhoff', 'A. Gary Klesch'];['Hedehusene', 'Denmark', 'Kalundborg', 'Germany', 'Copenhagen', 'Norway', 'Zealand']
https://www.pv-magazine.com/2021/06/25/canberra-moves-forward-with-new-pv-module-recycling-rules/;https://www.pv-magazine-australia.com/2021/06/25/act-investigates-solar-pv-stewardship-scheme-as-government-puts-deadline-in-place/;1;Canberra moves forward with new PV module recycling rules;The Australian federal government’s call for the solar industry to address the issue of PV module waste has coincided with new plans by the Australian Capital Territory government to look at new panel recycling options.;ACT investigates solar PV stewardship scheme as government puts deadline in place;The federal government’s revelation of a deadline for the solar industry to “step up” and address the growing issue of solar PV module waste or face regulation has coincided with the Australian Capital Territory government announcing plans to investigate recycling options for solar panels.;12;['Lotus Energy', 'Australian Capital Territory', 'CEC', 'PV Industries', 'ACT', 'Clean Energy Council'];['Kane Thornton', 'Sussan Ley'];['Melbourne', 'Sydney-based', 'Australia', 'New South Wales']
https://renews.biz/70272/mocean-blue-x-wave-device-put-to-the-test/;https://www.renewableenergymagazine.com/ocean_energy/mocean-energy-blue-x-wave-machine-starts-20210614;1;Mocean Blue X wave device put to the test. Prototype has been deployed at the European Marine Energy Centre in Orkney, Scotland.;Mocean Energy has started testing of its Blue X wave energy prototype at the European Marine Energy Centre (EMEC) in Orkney, Scotland.;Mocean Energy Blue X wave machine starts sea trials at EMEC;Mocean Energy has commenced testing of their Blue X wave energy prototype at the European Marine Energy Centre (EMEC) in Orkney.;12;['Orkney Harbour Authority', 'Orcades Marine', 'Wave Energy Scotland', 'EMEC', 'Mocean Energy', 'AJS Production'];['Cameron McNatt'];['Billia Croo', 'Scotland', 'Orkney', 'Montrose-based', 'Kirkwall']
https://www.offshore-energy.biz/hibernia-contract-renewal-for-wood/;https://www.oedigital.com/news/488405-wood-bags-five-year-extension-at-hibernia;1;Hibernia contract renewal for Wood;Hibernia Management and Development Company (HMDC) has renewed a contract with Wood Plc to provide engineering, procurement, and construction (EPC) solutions and maintenance to the Hibernia platform off the coast of St. John’s, Newfoundland and Labrador.;Wood Bags Five-year Extension at Hibernia;Oil and gas services firm Wood has secured a contract renewal for the provision of engineering, procurement, and construction (EPC) solutions and maintenance to the Hibernia platform off the coast of St. John’s, Newfoundland, and Labrador.;12;['Suncor', 'Hibernia Management and Development Company Ltd', 'ExxonMobil Canada', 'Equinor Canada Ltd', 'Chevron Canada Resources', 'Murphy Oil', 'HDMC', 'Canada Hibernia Holding Corporation'];['Paul Leonard'];['Americas', 'Newfoundland', 'Labrador']
https://www.renewableenergymagazine.com/ocean_energy/eco-wave-power-partners-in-iliad-project-20210609;https://renews.biz/70189/eco-wave-joins-ocean-modelling-project/;1;Eco Wave Power Partners in ILIAD Project;Leading global wave energy developer Eco Wave Power has joined the ILIAD Consortium, which has been awarded €17 million by the European Union (EU) as part of the €1 billion European Green Deal.;Eco Wave joins ocean modelling project. Developer to participate in the EU-funded ILIAD Consortium.;Leading global wave energy developer Eco Wave Power is to participate in the ILIAD Consortium, which has been awarded €17m by the European Union as part of the €1bn European Green Deal.;11;['Technical University of Varna', 'European Union', 'Eco Wave Power', 'Offshore Renewables', 'ILIAD', 'Agora Partners'];['Inna Braverman', 'Simon van Dam'];['Middle East', 'North Africa', 'Europe']
https://www.offshore-energy.biz/mocean-energy-kicks-off-blue-x-sea-trials-at-emec/;https://www.renewableenergymagazine.com/ocean_energy/mocean-energy-blue-x-wave-machine-starts-20210614;1;Mocean Energy kicks off Blue X sea trials at EMEC;Scottish company Mocean Energy has started testing its Blue X wave energy prototype at the European Marine Energy Centre (EMEC) in Orkney.;Mocean Energy Blue X wave machine starts sea trials at EMEC;Mocean Energy has commenced testing of their Blue X wave energy prototype at the European Marine Energy Centre (EMEC) in Orkney.;11;['European Marine Energy Centre', 'Orkney Harbour Authority', 'Orcades Marine', 'Wave Energy Scotland', 'EMEC', 'Mocean Energy'];['Cameron McNatt'];['Billia Croo', 'Scotland', 'Orkney', 'Kirkwall']
https://renews.biz/70359/siemens-gamesa-lands-3397mw-japanese-contract/;https://www.renewableenergymagazine.com/wind/siemens-gamesa-to-supply-typhoonproof-turbines-to-20210617;1;Siemens Gamesa lands 340MW Japanese contract. Dohuku wind farm cluster to comprise 79 typhoon-class onshore wind turbines.;Siemens Gamesa will supply 79 of its typhoon-class onshore wind turbines for Japan’s largest wind farm cluster.;Siemens Gamesa to supply typhoon-proof turbines to Japan’s largest onshore cluster of four wind farms;Siemens Gamesa is to supply 79 Typhoon-class onshore wind turbines for Japan’s largest wind farm cluster, the 339.7 MW Dohoku wind farm cluster, consisting of four projects to be developed by Eurus Energy.;11;['Siemens Gamesa', 'Eurus Energy'];['Paulo Soares', 'Russell Cato'];['Indonesia', 'Australia', 'Japan', 'Asia Pacific', 'New Zealand', 'Dohoku', 'Taiwan']
https://www.chemengonline.com/equinor-to-sell-petroleum-refining-business-in-denmark/;https://www.hydrocarbons-technology.com/news/equinor-danish-refining-klesch/;1;Equinor to sell petroleum refining business in Denmark;Equinor Energy AS (Stavanger, Norway) has entered into an agreement with the Klesch Group for the sale of its petroleum refining business in Denmark.;Equinor to divest Danish refining business to Klesch Group;Equinor has agreed to divest its Danish refining business, Equinor Refining Denmark, to industrial commodities company Klesch Group.;10;['Klesch Group', 'Danske Commodities'];['Irene Rummelhoff'];['Hedehusene', 'Denmark', 'Kalundborg', 'Germany', 'Copenhagen', 'Norway', 'Zealand']
https://www.hydrocarbons-technology.com/news/equinor-danish-refining-klesch/;https://www.process-worldwide.com/equinor-sells-refining-business-to-klesch-group-a-1030298/;1;Equinor to divest Danish refining business to Klesch Group;Equinor has agreed to divest its Danish refining business, Equinor Refining Denmark, to industrial commodities company Klesch Group.;Equinor Sells Refining Business to Klesch Group;Equinor has signed an agreement to sell its refining business in Denmark to the Klesch Group. The move will enable Equinor to focus on its strategy of strengthening its refining position around Mongstad, Norway.;10;['Equinor Refining Denmark', 'Klesch Group'];['Irene Rummelhoff'];['Hedehusene', 'Denmark', 'Kalundborg', 'Germany', 'Copenhagen', 'Norway', 'Zealand']
https://www.offshore-energy.biz/mocean-energy-kicks-off-blue-x-sea-trials-at-emec/;https://www.renewableenergymagazine.com/ocean_energy/mocean-energy-blue-x-arrives-in-orkney-20210518;1;Mocean Energy kicks off Blue X sea trials at EMEC;Scottish company Mocean Energy has started testing its Blue X wave energy prototype at the European Marine Energy Centre (EMEC) in Orkney.;Mocean Energy Blue X Arrives In Orkney;Mocean Energy’s Blue X wave energy prototype has been unloaded at Hatston Pier, Kirkwall, Orkney in advance of sea trials which will take place at the European Marine Energy Centre (EMEC) this summer. The wave machine has been fabricated wholly in Scotland and was transported by road from Rosyth to Aberdeen and then by ship to Orkney.;10;['Orkney Harbour Authority', 'Orcades Marine', 'Wave Energy Scotland', 'EMEC', 'Mocean Energy'];['Cameron McNatt'];['Billia Croo', 'UK', 'Scotland', 'Orkney']
https://www.offshore-energy.biz/heeremas-sleipnir-breaks-lifting-record-in-norwegian-waters/;https://www.oedigital.com/news/488651-heerema-breaks-jacket-installation-record-at-johan-sverdrup-field;1;Heerema’s Sleipnir breaks lifting record in Norwegian waters;Heerema’s Sleipnir, the LNG-powered world’s largest semi-submersible crane vessel, has set a record for the heaviest crane lift in Norwegian waters.;Heerema Breaks Jacket Installation Record at Johan Sverdrup Field;Dutch offshore installation firm Heerema Marine Contractors said Wednesday its heavy lift vessel Sleipnir had broken records on the Johan Sverdrup Phase 2 development project in Norway.;10;['Equinor', 'Sleipnir', 'Aibel', 'Kolga'];['Michel Hendriks', 'Heerema'];['Spain', 'Norway', 'Gismarvik', 'Haugesund']
https://www.offshore-technology.com/news/equinor-extends-heimdal-2023/;https://www.nsenergybusiness.com/news/equinor-heimdal-gas-centre-extension-2023/;1;Equinor extends operations of Heimdal gas centre to 2023;The Heimdal centre, which was originally planned for shutdown in 2021 or 2022, will serve the Valemon field.;Equinor to extend operations at Heimdal gas centre to 2023;After Heimdal’s retirement, the remaining gas reserves at Valemon will be transferred to Kvitebjørn and Kollsnes for processing.;10;['TotalEnergies', 'Equinor', 'Petoro', 'Spirit Energy', 'LOTOS Exploration and Production'];['Geir Sørtveit'];['Skirne', 'Sea', 'Europe', 'Vale']
https://www.offshore-energy.biz/shell-to-bid-for-two-offshore-wind-areas-in-norway/;https://www.power-technology.com/news/shell-bkk-lyse/;1;Shell to bid for two offshore wind areas in Norway;Dutch oil major Shell has partnered with Norwegian hydropower producers BKK and Lyse to apply for licenses in two areas currently offered by Norwegian government for offshore wind development.;Shell, BKK and Lyse to jointly bid for offshore wind fields in Norway;The authorities have allowed the two offshore wind fields to have up to 1,500MW and 3,000MW offshore wind capacity respectively.;10;['BP', 'Aker Offshore Wind', 'Statkraft', 'Lyse', 'BKK'];['Eimund Nygaard'];['Norway', 'Utsira', 'Europe', 'Sørlige']
https://www.reuters.com/article/us-saudi-aramco-pipeline-eig/eig-led-consortium-closes-12-4-billion-aramco-pipelines-deal-idUSKCN2DU297;https://www.zawya.com/mena/en/business/story/EIGled_consortium_closes_124bln_Saudi_Aramco_pipelines_deal-TR20210618nL3N2O03OPX1;1;EIG-led consortium closes $12.4 billion Aramco pipelines deal;(Reuters) - U.S.-based EIG Global Energy Partners said on Friday a consortium it led has closed a deal to buy 49% of Saudi oil producer Aramco’s pipelines business for $12.4 billion.;EIG-led consortium closes $12.4bln Saudi Aramco pipelines deal;EIG said the co-investment process for the deal attracted a global group of investors from China, Saudi Arabia, Korea, the United Arab Emirates and the United States.;10;['EIG Global Energy Partners', 'Aramco', 'Hassana', 'Samsung Asset Management', 'EIG-led'];[];['United Arab Emirates', 'U S -based', 'Abu Dhabi', 'United States', 'Korea']
